timestamp_ms,ax,ay,az,gx,gy,gz,mx,my,mz,grav_x,grav_y,grav_z,lat,lon,alt,speed,accuracy,bearing,bearing_acc,gps_fresh
3700.000000,2.160300,-2.354200,8.947700,-0.043400,0.065300,0.006900,4.130000,-36.000000,11.380000,-0.032000,-0.025800,9.806500,,,,,,,,0
3800.000000,3.004800,-1.482900,8.566200,-0.210100,0.149900,-0.025200,3.380000,-35.940000,12.130000,0.026800,0.042700,9.806400,,,,,,,,0
3900.000000,1.404500,-0.537800,9.124100,-0.052800,0.259400,-0.022600,3.500000,-36.190000,12.880000,-0.027300,0.007700,9.806500,,,,,,,,0
4001.000000,2.694300,1.986800,10.360300,0.113400,0.052700,0.147900,3.440000,-35.870000,13.130000,0.065400,0.033200,9.806300,52.442596,-1.523683,97870.000000,9.247071,5.000000,267.844785,3.000000,1
4100.000000,-0.015100,-0.870800,9.795400,0.011100,-0.025300,0.086100,4.190000,-34.750000,12.810000,-0.020800,-0.016800,9.806500,,,,,,,,0
4201.000000,-0.445700,-1.607600,9.296400,0.179400,0.128500,-0.122100,3.880000,-35.310000,13.440000,0.006000,0.004900,9.806600,,,,,,,,0
4300.000000,1.311900,-0.364000,9.245100,-0.083600,0.149300,-0.050900,4.060000,-35.120000,13.500000,-0.027400,-0.053900,9.806400,,,,,,,,0
4400.000000,1.207500,-0.301400,9.803200,-0.212100,0.105200,0.081900,4.500000,-35.190000,13.690000,-0.051000,-0.065900,9.806200,,,,,,,,0
4500.000000,1.118900,0.046000,9.624600,0.040400,0.122300,0.002700,5.500000,-35.000000,13.560000,0.038800,0.044700,9.806400,,,,,,,,0
4600.000000,-0.363500,-1.374500,10.136400,0.172900,0.078300,-0.021000,4.750000,-34.500000,13.630000,0.025600,0.031600,9.806500,,,,,,,,0
4700.000000,1.700800,-0.650000,9.343600,0.040300,0.139100,-0.093000,5.000000,-34.870000,14.190000,-0.007800,0.000000,9.806600,,,,,,,,0
4800.000000,2.180600,-1.939300,8.851200,0.109500,0.149700,-0.081500,4.750000,-34.250000,13.940000,0.041000,0.018200,9.806500,,,,,,,,0
4900.000000,-0.416000,-0.639200,8.883300,-0.118200,0.124900,0.023000,5.000000,-34.440000,13.000000,-0.011300,-0.011100,9.806500,,,,,,,,0
5000.000000,-1.914100,0.791100,9.970400,0.117000,0.014800,0.051900,2.940000,-34.620000,13.690000,0.026300,0.025500,9.806500,52.442573,-1.523801,97870.000000,9.167617,5.000000,263.394737,3.000000,1
5100.000000,2.605600,-0.937800,10.589200,-0.093100,0.271300,-0.182700,3.000000,-34.310000,14.310000,-0.052000,-0.016800,9.806500,,,,,,,,0
5200.000000,1.590800,0.793200,10.555500,-0.127400,0.156900,-0.125800,2.880000,-34.250000,15.060000,-0.055300,-0.072000,9.806200,,,,,,,,0
5300.000000,3.271400,-1.890400,7.736600,-0.105900,0.160000,-0.156200,3.500000,-34.940000,15.190000,-0.018100,-0.007600,9.806600,,,,,,,,0
5400.000000,3.815600,0.568000,7.863300,-0.325900,0.037500,0.136100,3.810000,-34.690000,15.560000,0.001900,-0.054200,9.806400,,,,,,,,0
5500.000000,2.775700,-0.322600,8.226900,0.087600,-0.174200,0.106500,3.940000,-34.250000,14.940000,0.093700,0.094600,9.805600,,,,,,,,0
5601.000000,-0.578300,2.033600,10.077900,0.038700,-0.095400,-0.022100,3.250000,-34.810000,14.880000,0.073900,0.071200,9.806000,,,,,,,,0
5700.000000,-1.397200,-2.383900,9.904300,0.187100,-0.206700,0.108900,4.060000,-34.940000,14.940000,0.019800,0.000300,9.806600,,,,,,,,0
5800.000000,1.663800,0.437800,10.337700,0.008600,0.176600,-0.112700,3.440000,-35.190000,15.380000,0.002800,-0.013400,9.806600,,,,,,,,0
5901.000000,1.545200,3.923300,10.411800,0.025100,0.145500,0.013500,3.630000,-35.060000,15.560000,-0.080100,-0.034900,9.806200,,,,,,,,0
6000.000000,1.095000,-1.203800,10.169100,-0.102900,-0.031600,-0.100100,3.690000,-35.120000,15.880000,-0.036200,-0.027000,9.806500,52.442655,-1.523770,97870.000000,8.932882,5.000000,256.373430,3.000000,1
6101.000000,-1.273100,0.803800,10.457100,0.003600,-0.213000,0.048300,3.560000,-34.940000,16.000000,0.037300,-0.007100,9.806500,,,,,,,,0
6200.000000,1.321000,0.278400,10.348800,-0.231700,0.079700,-0.177200,3.810000,-35.060000,16.190000,-0.010200,-0.058900,9.806400,,,,,,,,0
6300.000000,1.410000,-1.279700,9.868600,-0.026000,-0.124600,0.142900,3.690000,-34.940000,15.880000,0.003500,-0.066500,9.806300,,,,,,,,0
6400.000000,2.879400,-0.837600,9.083300,-0.134900,0.126200,-0.018400,4.130000,-34.560000,15.880000,0.001600,-0.038100,9.806600,,,,,,,,0
6500.000000,1.551500,-0.011100,9.420200,-0.165400,-0.013400,-0.030500,4.190000,-34.560000,15.750000,0.000500,-0.049600,9.806500,,,,,,,,0
6600.000000,1.849700,0.037700,10.242100,0.018900,0.139000,-0.076900,4.310000,-34.370000,15.500000,0.044400,0.019000,9.806400,,,,,,,,0
6700.000000,0.507200,0.308000,9.959200,0.050800,0.043200,0.111900,4.310000,-35.250000,16.060000,0.029400,0.015900,9.806500,,,,,,,,0
6800.000000,1.810700,-0.969800,10.010700,0.117600,-0.024200,0.093600,3.750000,-35.120000,17.190000,-0.007100,-0.039100,9.806500,,,,,,,,0
6900.000000,0.997800,-0.484200,10.073800,0.103400,0.116500,0.023900,4.250000,-35.000000,17.630000,-0.014900,-0.010800,9.806500,,,,,,,,0
7000.000000,1.118400,0.375300,9.911800,0.002500,-0.063700,0.046500,4.500000,-34.620000,18.500000,0.003800,0.003000,9.806600,52.442471,-1.524097,97870.000000,8.664896,5.000000,258.222513,3.000000,1
7100.000000,0.533400,-0.971100,9.906200,-0.019800,0.012300,-0.087800,4.560000,-34.620000,17.880000,0.001400,0.004600,9.806600,,,,,,,,0
7200.000000,-0.146000,1.003600,10.599900,0.016600,0.147700,-0.110700,4.440000,-33.690000,18.250000,-0.022400,-0.011100,9.806600,,,,,,,,0
7300.000000,1.556600,1.957000,10.565200,0.044900,0.085500,-0.002500,4.750000,-33.310000,17.000000,0.007200,-0.008400,9.806600,,,,,,,,0
7400.000000,0.996500,-0.089200,9.367000,0.001700,0.103400,0.040200,4.000000,-33.190000,17.310000,0.008000,-0.009000,9.806600,,,,,,,,0
7500.000000,0.247400,-0.338800,10.805500,0.078500,0.072700,0.048000,3.500000,-33.560000,17.750000,-0.015800,-0.013300,9.806500,,,,,,,,0
7601.000000,1.455700,-0.087500,9.517800,-0.113400,0.119200,0.000700,3.000000,-33.870000,18.880000,-0.007400,-0.017200,9.806600,,,,,,,,0
7700.000000,1.359000,0.714000,9.016800,-0.115000,0.069800,0.027900,3.130000,-34.250000,18.630000,-0.006000,-0.012100,9.806600,,,,,,,,0
7800.000000,2.079300,-2.256300,9.429400,-0.089000,-0.029900,0.004400,3.630000,-34.310000,18.810000,0.014800,0.023800,9.806500,,,,,,,,0
7900.000000,-1.411600,1.088400,10.239400,-0.202600,-0.097500,0.040100,4.130000,-34.440000,18.750000,0.000700,-0.036500,9.806500,,,,,,,,0
8000.000000,4.714400,-1.025400,8.547400,0.231000,0.019100,0.097800,3.500000,-34.750000,19.440000,0.054900,0.039400,9.806400,52.442552,-1.524188,97870.000000,8.785704,5.000000,253.173101,3.000000,1
8100.000000,1.429800,0.265500,9.255000,0.173900,0.127100,0.090300,3.690000,-34.870000,18.750000,0.045000,0.050900,9.806400,,,,,,,,0
8200.000000,4.008200,2.615100,9.793900,-0.140800,0.368700,-0.029300,3.810000,-33.810000,19.380000,-0.003700,0.029100,9.806600,,,,,,,,0
8301.000000,0.441600,-1.771300,10.385400,-0.126300,0.097900,-0.012300,3.630000,-34.870000,19.630000,0.010600,-0.011900,9.806600,,,,,,,,0
8401.000000,0.462000,1.380200,10.041300,-0.102100,0.016500,-0.220900,4.310000,-33.440000,19.810000,-0.004800,-0.009200,9.806600,,,,,,,,0
8501.000000,1.380300,0.752900,9.727200,0.002200,0.122600,-0.058800,3.810000,-34.370000,20.630000,-0.007500,-0.020300,9.806600,,,,,,,,0
8600.000000,1.884200,-1.634800,10.072300,0.063300,0.084800,0.111600,3.940000,-33.870000,20.500000,0.012200,0.014200,9.806600,,,,,,,,0
8700.000000,2.303200,1.290300,9.600000,-0.099100,0.138300,-0.055500,3.810000,-34.190000,20.880000,0.021900,-0.010200,9.806600,,,,,,,,0
8800.000000,2.314400,0.701000,9.749800,0.099200,0.108500,-0.012500,4.250000,-33.000000,21.310000,0.001900,0.010300,9.806600,,,,,,,,0
8900.000000,0.806500,-0.254300,9.271900,0.252000,0.049500,0.092500,3.880000,-33.620000,21.750000,-0.002400,0.053100,9.806400,,,,,,,,0
9000.000000,1.179800,-0.524900,9.403600,-0.233500,0.123200,0.005100,3.380000,-34.250000,21.630000,0.016600,0.004600,9.806600,52.442497,-1.524298,97870.000000,9.055004,5.000000,239.971801,3.000000,1
9100.000000,1.448000,1.354900,9.554900,-0.135700,0.163600,-0.058600,3.250000,-33.310000,21.310000,-0.002800,0.008900,9.806600,,,,,,,,0
9200.000000,-0.621100,3.332900,11.338200,0.257400,0.160200,-0.036100,2.750000,-33.940000,21.250000,-0.006100,0.042300,9.806500,,,,,,,,0
9300.000000,1.095600,-0.183300,9.819400,0.190500,0.072200,0.040700,2.500000,-33.190000,21.060000,0.002100,0.036400,9.806500,,,,,,,,0
9400.000000,2.048700,1.707700,8.069200,-0.210500,-0.034700,0.116600,2.060000,-33.750000,22.440000,-0.010100,0.003100,9.806600,,,,,,,,0
9500.000000,-2.973700,1.774700,10.964700,-0.022200,-0.167600,0.002800,2.060000,-33.690000,22.630000,-0.050400,-0.027300,9.806400,,,,,,,,0
9600.000000,1.487300,0.610000,9.797400,-0.007100,-0.042500,-0.096300,2.560000,-33.250000,23.130000,0.006400,-0.020600,9.806600,,,,,,,,0
9700.000000,1.216300,0.171200,9.281900,0.079000,-0.075100,-0.089900,3.560000,-32.690000,23.250000,0.007100,-0.014800,9.806600,,,,,,,,0
9801.000000,-0.017800,-1.412200,10.187500,-0.107000,-0.157500,0.097700,3.750000,-33.370000,22.940000,-0.016700,-0.028700,9.806500,,,,,,,,0
9900.000000,-0.070600,1.666400,9.760800,-0.084100,-0.000400,-0.040500,4.380000,-33.870000,22.250000,-0.003700,0.006900,9.806600,,,,,,,,0
10000.000000,0.408100,1.342500,9.954200,0.069700,0.008300,-0.010400,2.810000,-34.190000,21.060000,-0.000300,0.010900,9.806600,52.442462,-1.524472,97870.000000,6.256132,5.000000,243.245152,3.000000,1
10100.000000,3.100100,0.359500,7.901100,0.084700,-0.022600,0.145400,2.310000,-34.370000,21.880000,-0.004000,0.043400,9.806500,,,,,,,,0
10201.000000,-1.191200,2.370600,11.306600,0.032400,-0.024200,0.035100,1.380000,-34.310000,21.380000,-0.031800,-0.035500,9.806500,,,,,,,,0
10301.000000,-2.469800,0.578300,11.330500,0.171700,-0.087900,0.052900,2.060000,-34.120000,21.190000,0.022800,0.002700,9.806500,,,,,,,,0
10401.000000,1.852000,-0.476300,9.078700,-0.133800,0.045200,0.007000,2.190000,-35.440000,21.130000,-0.001200,-0.034600,9.806500,,,,,,,,0
10500.000000,-0.813900,1.435800,9.220200,-0.107700,-0.109800,0.030400,2.130000,-35.870000,21.560000,-0.075000,-0.079100,9.806000,,,,,,,,0
10600.000000,-1.405800,4.260500,9.811600,0.009900,0.023000,-0.099400,1.750000,-35.940000,22.190000,-0.013500,0.042300,9.806500,,,,,,,,0
10700.000000,-0.292700,1.863200,10.203100,-0.147900,-0.041700,-0.051000,1.440000,-36.250000,23.560000,0.037700,0.022000,9.806500,,,,,,,,0
10800.000000,-0.887100,1.422200,10.297600,0.001200,-0.129300,0.077900,2.250000,-36.120000,22.880000,0.031400,-0.006500,9.806500,,,,,,,,0
10900.000000,-1.970100,0.377100,10.094000,0.021900,-0.105900,-0.079500,1.940000,-35.310000,22.630000,-0.015100,-0.030800,9.806500,,,,,,,,0
11000.000000,-1.876600,0.483300,10.312800,0.104900,-0.191100,0.026600,1.630000,-34.560000,22.940000,-0.020900,-0.025200,9.806500,52.442529,-1.524449,97870.000000,5.935586,5.000000,248.063179,3.000000,1
11100.000000,-1.464500,1.063600,9.781300,-0.092600,-0.168400,-0.064200,2.560000,-34.250000,21.500000,0.010700,-0.013200,9.806600,,,,,,,,0
11200.000000,-1.657600,1.981000,9.542700,-0.129600,-0.240200,-0.045900,2.500000,-34.440000,21.560000,0.013700,-0.027000,9.806600,,,,,,,,0
11300.000000,-1.173300,1.465700,10.229800,0.018500,-0.209800,-0.040200,2.440000,-33.940000,21.000000,0.034400,0.019800,9.806500,,,,,,,,0
11400.000000,-3.282900,0.936500,10.188100,0.080300,-0.301800,0.112300,3.250000,-34.310000,21.000000,0.029700,0.003000,9.806600,,,,,,,,0
11500.000000,-2.185400,2.130700,9.751200,-0.050200,-0.377700,0.038900,3.440000,-34.120000,20.190000,0.016200,-0.027200,9.806500,,,,,,,,0
11600.000000,-1.567000,0.966400,9.561300,-0.017700,-0.277500,-0.032800,3.500000,-34.120000,19.310000,0.002000,-0.025500,9.806600,,,,,,,,0
11700.000000,-2.859400,1.472400,10.023900,-0.079400,-0.335500,-0.007100,3.630000,-34.370000,19.060000,0.013500,-0.009200,9.806600,,,,,,,,0
11800.000000,-0.879200,2.668500,9.314400,-0.109000,-0.356800,-0.012700,3.880000,-33.620000,18.880000,0.014500,-0.028400,9.806600,,,,,,,,0
11900.000000,-1.909000,2.490500,9.714400,0.053200,-0.430700,-0.002700,3.810000,-33.620000,17.750000,0.029700,0.021300,9.806500,,,,,,,,0
12001.000000,-2.684400,1.292700,8.989200,-0.043600,-0.473900,0.024300,4.690000,-33.750000,16.190000,0.032100,0.013300,9.806600,52.442397,-1.524463,97870.000000,6.166348,5.000000,264.234673,3.000000,1
12100.000000,-3.306900,2.318800,9.955800,-0.025600,-0.531900,-0.001400,4.690000,-34.060000,15.250000,0.014300,0.005700,9.806600,,,,,,,,0
12200.000000,-2.750000,2.256000,10.060000,-0.095900,-0.507600,-0.022700,4.250000,-34.810000,13.880000,0.025800,0.021800,9.806500,,,,,,,,0
12300.000000,-2.565800,1.315200,10.156300,0.049700,-0.503300,-0.005400,5.060000,-34.870000,12.250000,0.010600,-0.034000,9.806500,,,,,,,,0
12400.000000,-1.957600,3.241900,9.230100,-0.131400,-0.588800,0.093900,4.750000,-34.560000,11.630000,-0.000300,-0.021700,9.806600,,,,,,,,0
12500.000000,-3.177000,2.563600,9.093700,-0.095300,-0.621400,0.089800,4.060000,-35.120000,10.130000,0.018100,0.019100,9.806500,,,,,,,,0
12600.000000,-3.673100,2.783700,9.763100,-0.047000,-0.726400,0.107700,4.190000,-35.120000,8.560000,0.023000,0.045400,9.806500,,,,,,,,0
12700.000000,-0.891000,1.668200,9.644300,-0.072900,-0.557100,-0.092800,4.750000,-34.870000,7.000000,0.009700,0.001800,9.806600,,,,,,,,0
12800.000000,-0.552600,4.639800,9.671400,0.241000,-0.441400,0.031800,4.000000,-35.310000,5.690000,0.001700,0.022000,9.806600,,,,,,,,0
12901.000000,-0.042000,2.597900,10.967200,0.279900,-0.610500,0.222000,2.940000,-34.810000,5.130000,-0.027600,-0.027000,9.806500,,,,,,,,0
13000.000000,-1.109400,2.215000,9.628200,-0.191700,-0.520100,0.054900,2.880000,-35.560000,4.060000,0.004600,0.001600,9.806600,52.442428,-1.524651,97870.000000,5.954255,5.000000,294.683593,3.000000,1
13100.000000,1.115500,2.112200,9.356700,-0.042600,-0.489900,-0.030900,1.940000,-36.060000,3.130000,-0.041300,-0.002400,9.806500,,,,,,,,0
13201.000000,1.536900,2.003900,9.214300,-0.108700,-0.584600,0.055100,1.440000,-36.500000,1.310000,-0.012800,0.003700,9.806600,,,,,,,,0
13301.000000,2.087200,3.153300,10.870900,-0.057700,-0.704500,0.104500,0.750000,-36.250000,0.940000,0.033700,0.033900,9.806500,,,,,,,,0
13400.000000,1.993600,0.697900,10.799100,-0.137600,-0.613600,0.094200,-0.370000,-36.250000,-0.750000,0.041800,0.005300,9.806500,,,,,,,,0
13501.000000,3.175100,-0.872500,10.959000,-0.098500,-0.521900,0.032400,-1.120000,-35.690000,-1.870000,0.008800,0.000300,9.806600,,,,,,,,0
13600.000000,1.616000,-0.037500,8.493800,-0.030000,-0.481500,0.008700,-1.620000,-35.310000,-2.250000,0.009400,0.034800,9.806500,,,,,,,,0
13701.000000,2.598600,0.419600,8.861900,0.083400,-0.508500,0.079600,-2.250000,-36.560000,-2.310000,0.026900,0.076300,9.806200,,,,,,,,0
13800.000000,2.244400,-0.969000,9.980900,-0.017700,-0.458900,0.041900,-4.120000,-36.310000,-3.370000,0.039800,0.048400,9.806400,,,,,,,,0
13900.000000,1.927100,-0.378100,10.127600,-0.061600,-0.464300,0.029500,-4.060000,-36.000000,-2.940000,-0.021200,-0.022400,9.806600,,,,,,,,0
14000.000000,2.205100,-0.634200,9.789600,-0.108100,-0.406100,0.054800,-4.750000,-36.190000,-3.060000,-0.010200,-0.026200,9.806600,52.442508,-1.524679,97870.000000,5.847450,5.000000,328.294687,3.000000,1
14101.000000,1.558800,0.245900,9.598100,0.008400,-0.372800,0.160600,-5.750000,-36.310000,-4.250000,0.069100,0.032300,9.806300,,,,,,,,0
14201.000000,1.727900,1.474000,9.045500,-0.290300,-0.401300,0.164400,-6.060000,-35.370000,-5.310000,0.045000,0.062500,9.806300,,,,,,,,0
14302.000000,0.408900,-0.565200,10.215300,-0.386200,-0.325700,0.069300,-6.690000,-35.940000,-4.940000,-0.054300,-0.043300,9.806400,,,,,,,,0
14400.000000,1.394300,-2.090700,10.534000,0.055700,-0.082100,-0.040300,-6.690000,-36.120000,-6.060000,-0.011000,0.001000,9.806600,,,,,,,,0
14500.000000,-2.766300,1.181200,8.829300,0.194200,-0.026200,-0.165600,-6.120000,-35.310000,-5.060000,-0.079000,-0.005000,9.806300,,,,,,,,0
14600.000000,-0.980800,2.035100,9.319900,-0.068300,-0.077400,-0.063700,-7.060000,-35.870000,-5.120000,-0.016500,-0.023600,9.806500,,,,,,,,0
14700.000000,0.719400,1.069400,8.892500,-0.034500,-0.153200,0.150500,-6.370000,-35.690000,-5.810000,0.044100,0.031300,9.806500,,,,,,,,0
14800.000000,-0.283400,-0.142800,9.842000,-0.236900,0.033900,-0.042300,-6.690000,-34.940000,-5.440000,0.044500,0.015500,9.806500,,,,,,,,0
14901.000000,0.969300,0.542000,10.451100,-0.099100,0.034800,-0.110400,-6.940000,-34.940000,-6.190000,-0.042200,-0.052500,9.806400,,,,,,,,0
15000.000000,-0.046100,1.104300,10.249400,0.186200,-0.056200,0.054200,-6.440000,-34.870000,-5.120000,0.012400,-0.026400,9.806500,52.442556,-1.524759,97870.000000,6.684453,5.000000,337.794585,3.000000,1
15100.000000,0.223800,1.192800,9.620000,0.226900,0.005700,-0.010100,-6.940000,-34.250000,-5.060000,0.032900,0.046600,9.806500,,,,,,,,0
15201.000000,1.030700,0.694800,9.316100,-0.018500,-0.025100,0.075400,-6.190000,-35.500000,-5.120000,0.021200,0.030700,9.806500,,,,,,,,0
15300.000000,-0.088200,0.395400,9.834400,-0.012100,0.038900,0.014700,-6.440000,-34.810000,-4.440000,0.010800,-0.008100,9.806600,,,,,,,,0
15400.000000,-0.181600,0.398600,10.399500,0.069400,0.026800,0.050800,-7.190000,-34.940000,-4.440000,-0.005000,-0.029900,9.806600,,,,,,,,0
15500.000000,0.545900,0.424000,10.112300,0.105400,0.015300,0.034500,-7.440000,-35.370000,-4.120000,0.019400,0.016900,9.806500,,,,,,,,0
15600.000000,-0.473700,1.528500,9.331000,-0.077400,-0.019300,0.013500,-7.370000,-35.250000,-4.060000,0.036000,0.027100,9.806500,,,,,,,,0
15701.000000,-0.074900,1.810900,9.331000,-0.051600,0.026700,-0.100300,-7.370000,-35.750000,-4.560000,-0.008800,0.002700,9.806600,,,,,,,,0
15800.000000,-0.215900,0.137600,9.956000,0.019500,0.006300,-0.054600,-6.810000,-36.000000,-4.620000,-0.000900,0.007700,9.806600,,,,,,,,0
15901.000000,-0.342300,0.194500,9.522700,-0.049500,-0.015900,-0.003900,-7.690000,-35.440000,-4.500000,-0.017800,-0.023300,9.806600,,,,,,,,0
16000.000000,-0.241200,-0.423500,9.990500,0.086800,0.041000,-0.020800,-7.060000,-36.190000,-5.000000,0.012800,-0.020100,9.806600,52.442618,-1.524726,97870.000000,7.358394,5.000000,341.809713,3.000000,1
16100.000000,-0.248300,-0.175200,9.763300,0.092900,-0.001400,-0.010000,-6.870000,-36.060000,-4.250000,0.019400,0.038400,9.806500,,,,,,,,0
16200.000000,-0.232600,-0.143700,9.892200,-0.045800,-0.006000,0.000700,-7.120000,-36.190000,-4.620000,0.009300,0.043400,9.806500,,,,,,,,0
16300.000000,-0.956200,-0.874900,9.698400,-0.082200,0.039300,-0.047000,-6.120000,-35.560000,-4.120000,-0.023400,-0.009800,9.806500,,,,,,,,0
16400.000000,-0.245300,1.580700,8.882500,0.033900,-0.006000,0.021600,-6.560000,-36.370000,-4.500000,-0.007600,-0.022600,9.806600,,,,,,,,0
16500.000000,0.503200,0.874200,9.763300,0.032700,0.008200,0.076000,-6.560000,-35.870000,-4.060000,0.028300,-0.005100,9.806500,,,,,,,,0
16600.000000,0.775800,0.744900,10.534000,-0.149300,0.029700,-0.043800,-6.750000,-36.500000,-4.620000,0.010500,-0.013600,9.806500,,,,,,,,0
